Reptér neve,Település,Ország,Azonosító,Szélesség,Hosszúság
Tanjung Santan Airport,Tanjung Santan,Indonesia,TSX,-0.092973001,117.4530029
Selaparang Airport,Mataram,Indonesia,AMI,-8.560709953,116.0950012
Muhammad Salahuddin Airport,Bima,Indonesia,BMU,-8.539649963,118.6869965
Umbu Mehang Kunda Airport,Waingapu,Indonesia,WGP,-9.66922,120.302002
Juanda International Airport,Surabaya,Indonesia,SUB,-7.379829884,112.7870026
Adi Sumarmo Wiryokusumo Airport,Solo City,Indonesia,SOC,-7.516089916,110.7570038
Incheon International Airport,Seoul,South Korea,ICN,37.46910095,126.4509964
Chiang Mai International Airport,Chiang Mai,Thailand,CNX,18.76679993,98.96260071
Chiang Rai International Airport,Chiang Rai,Thailand,CEI,19.95229912,99.88289642
Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,NST,8.539620399,99.94470215
Nakhon Ratchasima Airport,Nakhon Ratchasima,Thailand,NAK,14.94950008,102.3130035
Nakhon Phanom Airport,Nakhon Phanom,Thailand,KOP,17.38380051,104.6429977
Ubon Ratchathani Airport,Ubon Ratchathani,Thailand,UBP,15.25129986,104.8700027
Khon Kaen Airport,Khon Kaen,Thailand,KKC,16.46660042,102.7839966
Sukhothai Airport,Sukhothai,Thailand,THS,17.23800087,99.81819916
Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,DPS,-8.748169899,115.1669998
Eleftherios Venizelos International Airport,Athens,Greece,ATH,37.93640137,23.94449997
Chubu Centrair International Airport,Nagoya,Japan,NGO,34.85839844,136.8049927
Kobe Airport,Kobe,Japan,UKB,34.63280106,135.223999
Pullman Moscow Regional Airport,Pullman,United States,PUW,46.7439,-117.110001
Lewiston Nez Perce County Airport,Lewiston,United States,LWS,46.37450027,-117.0149994
Elmira Corning Regional Airport,Elmira,United States,ELM,42.15990067,-76.89160156
Ithaca Tompkins Regional Airport,Ithaca,United States,ITH,42.49100113,-76.45839691
Monterey Peninsula Airport,Monterey,United States,MRY,36.5870018,-121.8430023
Santa Barbara Municipal Airport,Santa Barbara,United States,SBA,34.42620087,-119.8399963
Daytona Beach International Airport,Daytona Beach,United States,DAB,29.179899,-81.058098
Liepāja International Airport,Liepaja,Latvia,LPX,56.51750183,21.09690094
Riga International Airport,Riga,Latvia,RIX,56.92359924,23.97109985
Šiauliai International Airport,Siauliai,Lithuania,SQQ,55.89390182,23.39500046
Barysiai Airport,Barysiai,Lithuania,HLJ,56.0705986,23.55809975
Kaunas International Airport,Kaunas,Lithuania,KUN,54.96390152,24.08480072
Palanga International Airport,Palanga,Lithuania,PLQ,55.97320175,21.09390068
Vilnius International Airport,Vilnius,Lithuania,VNO,54.634102,25.285801
Panevėžys Air Base,Panevezys,Lithuania,PNV,55.72940063,24.46080017
Zvartnots International Airport,Yerevan,Armenia,EVN,40.14730072,44.39590073
Gyumri Shirak Airport,Gyumri,Armenia,LWN,40.75040054,43.85929871
Assab International Airport,Assab,Eritrea,ASA,13.07180023,42.64500046
Asmara International Airport,Asmara,Eritrea,ASM,15.29189968,38.91070175
Massawa International Airport,Massawa,Eritrea,MSW,15.67000008,39.37009811
Yasser Arafat International Airport,Gaza,Palestine,GZA,31.24640083,34.27610016
Batumi International Airport,Batumi,Georgia,BUS,41.61029816,41.59970093
Kopitnari Airport,Kutaisi,Georgia,KUT,42.17670059,42.48260117
Tbilisi International Airport,Tbilisi,Georgia,TBS,41.6692009,44.95470047
Mukalla International Airport,Mukalla,Yemen,RIY,14.66259956,49.375
Ta'izz International Airport,Taiz,Yemen,TAI,13.68599987,44.13909912
Hodeidah International Airport,Hodeidah,Yemen,HOD,14.75300026,42.97629929
Aden International Airport,Aden,Yemen,ADE,12.8295002,45.02880096
Ataq Airport,Ataq,Yemen,AXK,14.55130005,46.82619858
Al Ghaidah International Airport,Al Ghaidah Intl,Yemen,AAY,16.19169998,52.17499924
Sana'a International Airport,Sanaa,Yemen,SAH,15.47630024,44.21969986
Beihan Airport,Beihan,Yemen,BHN,14.78199959,45.7201004
Socotra International Airport,Socotra,Yemen,SCT,12.63070011,53.90579987
Memmingen Allgau Airport,Memmingen,Germany,FMM,47.98880005,10.23950005
Nevşehir Kapadokya Airport,Nevsehir,Turkey,NAV,38.7719,34.5345
Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,-34.8222,-58.5358
Erbil International Airport,Erbil,Iraq,EBL,36.23759842,43.96319962
Emerald Airport,Emerald,Australia,EMD,-23.56749916,148.1790009
Athen Helenikon Airport,Athens,Greece,HEW,37.893299,23.726101
Kansai International Airport,Osaka,Japan,KIX,34.4272995,135.2440033
Downtown-Manhattan/Wall St Heliport,New York,United States,JRB,40.70119858,-74.00900269
Tagbilaran Airport,Tagbilaran,Philippines,TAG,9.665442,123.853533
Ilulissat Airport,Ilulissat,Greenland,JAV,69.24320221,-51.05709839
Qasigiannguit Heliport,Qasigiannguit,Greenland,JCH,68.82281555,-51.17344737
Aasiaat Airport,Aasiaat,Greenland,JEG,68.72180176,-52.78469849
Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,39.55170059,2.738810062
Darwin International Airport,Darwin,Australia,DRW,-12.41469955,130.8769989
Surat Thani Airport,Surat Thani,Thailand,URT,9.132599831,99.13559723
Talkeetna Airport,Talkeetna,United States,TKA,62.32049942,-150.0939941
Xewkija Heliport,Gozo,Malta,GZM,36.027199,14.2728
Tweed New Haven Airport,New Haven,United States,HVN,41.26369858,-72.88680267
Asheville Regional Airport,Asheville,United States,AVL,35.43619919,-82.54180145
Piedmont Triad International Airport,Greensboro,United States,GSO,36.09780121,-79.93730164
Joe Foss Field Airport,Sioux Falls,United States,FSD,43.58200073,-96.74189758
Ayers Rock Connellan Airport,Uluru,Australia,AYQ,-25.1861,130.975998
Manchester-Boston Regional Airport,Manchester NH,United States,MHT,42.932598,-71.435699
Naples Municipal Airport,Naples,United States,APF,26.15259933,-81.77529907
LTS Pulau Redang Airport,Redang,Malaysia,RDN,5.76527977,103.0070038
Louisville International Standiford Field,Louisville,United States,SDF,38.1744,-85.736
Charlottesville Albemarle Airport,Charlottesville VA,United States,CHO,38.1385994,-78.45290375
Roanoke–Blacksburg Regional Airport,Roanoke VA,United States,ROA,37.3255,-79.975403
Blue Grass Airport,Lexington KY,United States,LEX,38.03649902,-84.60590363
Evansville Regional Airport,Evansville,United States,EVV,38.03699875,-87.53240204
Albuquerque International Sunport,Albuquerque,United States,ABQ,35.040199,-106.609001
Gallatin Field,Bozeman,United States,BZN,45.77750015,-111.1529999
Billings Logan International Airport,Billings,United States,BIL,45.80770111,-108.5429993
Bert Mooney Airport,Butte,United States,BTM,45.95479965,-112.4970016
Cherry Capital Airport,Traverse City,United States,TVC,44.74140167,-85.5821991
Mundo Maya International Airport,Flores,Guatemala,FRS,16.91379929,-89.86640167
Hancock County-Bar Harbor Airport,Bar Harbor,United States,BHB,44.45000076,-68.3615036
Knox County Regional Airport,Rockland,United States,RKD,44.06010056,-69.09919739
Jackson Hole Airport,Jacksn Hole,United States,JAC,43.6072998,-110.737999
Chicago Rockford International Airport,Rockford,United States,RFD,42.19540024,-89.09719849
Domodedovo International Airport,Moscow,Russia,DME,55.40879822,37.90629959
Sanya Phoenix International Airport,Sanya,China,SYX,18.30290031,109.4120026
Milford Sound Airport,Milford Sound,New Zealand,MFN,-44.6733017,167.9230042
Lijiang Airport,Lijiang,China,LJG,26.68000031,100.2460022
Greenville Spartanburg International Airport,Greenville,United States,GSP,34.89569855,-82.21890259
Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,BMI,40.47710037,-88.91590118
Gulfport Biloxi International Airport,Gulfport,United States,GPT,30.40730095,-89.07009888
Kalamazoo Battle Creek International Airport,Kalamazoo,United States,AZO,42.23490143,-85.55210114
Toledo Express Airport,Toledo,United States,TOL,41.58679962,-83.80780029
Fort Wayne International Airport,Fort Wayne,United States,FWA,40.97850037,-85.19509888
Decatur Airport,Decatur,United States,DEC,39.83459854,-88.86569977
The Eastern Iowa Airport,Cedar Rapids,United States,CID,41.88470078,-91.71080017
La Crosse Municipal Airport,La Crosse,United States,LSE,43.879002,-91.256699
Central Wisconsin Airport,Wassau,United States,CWA,44.77759933,-89.66680145
General Wayne A. Downing Peoria International Airport,Peoria,United States,PIA,40.66419983,-89.69329834
Appleton International Airport,Appleton,United States,ATW,44.2580986,-88.51909637
Rochester International Airport,Rochester,United States,RST,43.90829849,-92.5
University of Illinois Willard Airport,Champaign,United States,CMI,40.03919983,-88.27809906
Manhattan Regional Airport,Manhattan,United States,MHK,39.14099884,-96.67079926
Kingscote Airport,Kingscote,Australia,KGC,-35.71390152,137.5209961
Hervey Bay Airport,Hervey Bay,Australia,HVB,-25.31889915,152.8800049
Dali Airport,Dali,China,DLU,25.649401,100.319
Mulu Airport,Mulu,Malaysia,MZV,4.04832983,114.8050003
Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,SSH,27.97730064,34.39500046
Venango Regional Airport,Franklin,United States,FKL,41.37789917,-79.86039734
Jomo Kenyatta International Airport,Nairobi,Kenya,NBO,-1.319239974,36.92779922
Seronera Airport,Seronera,Tanzania,SEU,-2.45806,34.822498
El Calafate Airport,El Calafate,Argentina,FTE,-50.2803,-72.053101
Armidale Airport,Armidale,Australia,ARM,-30.52809906,151.6170044
Grand Junction Regional Airport,Grand Junction,United States,GJT,39.12239838,-108.5270004
St George Municipal Airport,Saint George,United States,SGU,37.036389,-113.510306
David Wayne Hooks Memorial Airport,Houston,United States,DWH,30.0618,-95.55280304
Sarasota Bradenton International Airport,Sarasota,United States,SRQ,27.39539909,-82.55439758
L.F. Wade International International Airport,Bermuda,Bermuda,BDA,32.36399841,-64.67870331
Van Nuys Airport,Van Nuys,United States,VNY,34.20980072,-118.4899979
Quad City International Airport,Moline,United States,MLI,41.44850159,-90.50749969
Panama City-Bay Co International Airport,Panama City,United States,PFN,30.212099,-85.6828
Honiara International Airport,Honiara,Solomon Islands,HIR,-9.42800045,160.0549927
Faa'a International Airport,Papeete,French Polynesia,PPT,-17.553699,-149.606995
Nauru International Airport,Nauru,Nauru,INU,-0.547458,166.919006
Funafuti International Airport,Funafuti,Tuvalu,FUN,-8.525,179.195999
Tolmachevo Airport,Novosibirsk,Russia,OVB,55.01259995,82.65070343
Xieng Khouang Airport,Phon Savan,Laos,XKH,19.450001,103.157997
Bismarck Municipal Airport,Bismarck,United States,BIS,46.77270126,-100.7460022
Telluride Regional Airport,Telluride,United States,TEX,37.9538002,-107.9079971
Mae Hong Son Airport,Mae Hong Son,Thailand,HGN,19.30130005,97.97579956
Rapid City Regional Airport,Rapid City,United States,RAP,44.04529953,-103.0569992
Mc Clellan-Palomar Airport,Carlsbad,United States,CLD,33.12829971,-117.2799988
Bishop International Airport,Flint,United States,FNT,42.9654007,-83.74359894
Francisco Bangoy International Airport,Davao,Philippines,DVO,7.125520229,125.6460037
Madeira Airport,Funchal,Portugal,FNC,32.697899,-16.7745
Maestro Wilson Fonseca Airport,Santarem,Brazil,STM,-2.424721956,-54.78583145
Sihanoukville International Airport,Sihanoukville,Cambodia,KOS,10.57970047,103.637001
Ekati Airport,Ekati,Canada,YOA,64.69889832,-110.6149979
Hawke's Bay Airport,NAPIER,New Zealand,NPE,-39.465801,176.869995
Levuka Airfield,Levuka,Fiji,LEV,-17.71109962,178.7590027
Lhasa Gonggar Airport,Lhasa,China,LXA,29.29780006,90.91190338
Redding Municipal Airport,Redding,United States,RDD,40.50899887,-122.2929993
Mahlon Sweet Field,Eugene,United States,EUG,44.12459946,-123.211998
Idaho Falls Regional Airport,Idaho Falls,United States,IDA,43.514599,-112.070999
Rogue Valley International Medford Airport,Medford,United States,MFR,42.37419891,-122.8730011
Kaikoura Airport,Kaikoura,New Zealand,KBZ,-42.42499924,173.6049957
Roberts Field,Redmond-Bend,United States,RDM,44.2541008,-121.1500015
Picton Aerodrome,Picton,New Zealand,PCN,-41.34609985,173.9559937
Hosea Kutako International Airport,Windhoek,Namibia,WDH,-22.4799,17.4709
Victoria Harbour Seaplane Base,Victoria,Canada,YWH,48.42498589,-123.3888674
Yaoqiang Airport,Jinan,China,TNA,36.85720062,117.2160034
Changzhou Benniu Airport,Changzhou,China,CZX,31.919701,119.778999
Yibin Caiba Airport,Yibin,China,YBP,28.80055556,104.545
Roshchino International Airport,Tyumen,Russia,TJM,57.1896019,65.32430267
Akron Canton Regional Airport,Akron,United States,CAK,40.91609955,-81.44219971
Huntsville International Carl T Jones Field,Huntsville,United States,HSV,34.6371994,-86.77510071
Mid Ohio Valley Regional Airport,PARKERSBURG,United States,PKB,39.3451004,-81.43920135
Montgomery Regional (Dannelly Field) Airport,MONTGOMERY,United States,MGM,32.30059814,-86.39399719
Tri-Cities Regional TN/VA Airport,BRISTOL,United States,TRI,36.475201,-82.407401
Barkley Regional Airport,PADUCAH,United States,PAH,37.06079865,-88.77380371
Djibouti-Ambouli Airport,Djibouti,Djibouti,JIB,11.54730034,43.15950012
Haikou Meilan International Airport,Haikou,China,HAK,19.93490028,110.4589996
Mafia Island Airport,Mafia Island,Tanzania,MFA,-7.917478,39.668502
Page Municipal Airport,Page,United States,PGA,36.92610168,-111.447998
Utila Airport,Utila,Honduras,UII,16.1131,-86.880302
Glacier Park International Airport,Kalispell,United States,FCA,48.3105011,-114.2559967
MBS International Airport,Saginaw,United States,MBS,43.53290176,-84.07959747
Greater Binghamton/Edwin A Link field,Binghamton,United States,BGM,42.20869827,-75.97979736
Baghdad International Airport,Baghdad,Iraq,BGW,33.26250076,44.23460007
Nan Airport,Nan,Thailand,NNT,18.80789948,100.7829971
Roi Et Airport,Roi Et,Thailand,ROI,16.11680031,103.7740021
Buri Ram Airport,Buri Ram,Thailand,BFV,15.22949982,103.2529984
Trat Airport,Trat,Thailand,TDX,12.27460003,102.3190002
Blythe Airport,Blythe,United States,BLH,33.61920166,-114.7170029
Al Asad Air Base,Al Asad,Iraq,IQA,33.78559875,42.44120026
Al Taqaddum Air Base,Al Taqaddum,Iraq,TQD,33.33810043,43.5970993
Joint Base Balad,Al Bakr,Iraq,XQC,33.94020081,44.36159897
Diosdado Macapagal International Airport,Angeles City,Philippines,CRK,15.186,120.559998
Sandakan Airport,Sandakan,Malaysia,SDK,5.900899887,118.0589981
Luang Namtha Airport,Luang Namtha,Laos,LXG,20.966999,101.400002
Oudomsay Airport,Muang Xay,Laos,ODY,20.6826992,101.9940033
Taoxian Airport,Shenyang,China,SHE,41.63980103,123.4830017
Dongying Shengli Airport,Dongying,China,DOY,37.50859833,118.788002
John A. Osborne Airport,Geralds,Montserrat,MNI,16.79140091,-62.19329834
Petersburg James A Johnson Airport,Petersburg,United States,PSG,56.80170059,-132.9450073
Luoyang Airport,Luoyang,China,LYA,34.74110031,112.3880005
Xuzhou Guanyin Airport,Xuzhou,China,XUZ,34.059056,117.555278
Magway Airport,Magwe,Burma,MWQ,20.1656,94.941399
Kanti Airport,Khamti,Burma,KHM,25.98830032,95.67440033
Lien Khuong Airport,Dalat,Vietnam,DLI,11.75,108.366997
Dong Hoi Airport,Dong Hoi,Vietnam,VDH,17.515,106.590556
Rach Gia Airport,Rach Gia,Vietnam,VKG,9.958029972,105.1323795
Cà Mau Airport,Ca Mau,Vietnam,CAH,9.177667,105.177778
Chu Lai International Airport,Chu Lai,Vietnam,VCL,15.40330029,108.7060013
Dong Tac Airport,Tuy Hoa,Vietnam,TBB,13.04959965,109.3339996
Mae Hong Son Airport,Pai,Thailand,PYY,19.37199974,98.43699646
Bol Airport,Brac,Croatia,BWK,43.28570175,16.67970085
Yaoundé Nsimalen International Airport,Yaounde,Cameroon,NSI,3.722559929,11.5532999
Conakry International Airport,Conakry,Guinea,CKY,9.57689,-13.612
Aachen-Merzbrück Airport,Aachen,Germany,AAH,50.82305527,6.186388969
Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,FKB,48.77939987,8.080499649
Orlando Sanford International Airport,Sanford,United States,SFB,28.77759933,-81.23750305
John Murtha Johnstown Cambria County Airport,Johnstown,United States,JST,40.31610107,-78.83390045
Lukla Airport,Lukla,Nepal,LUA,27.68689919,86.72969818
Bhojpur Airport,Bhojpur,Nepal,BHP,27.1473999,87.05079651
Lamidanda Airport,Lamidanda,Nepal,LDN,27.25309944,86.66999817
Jomsom Airport,Jomsom,Nepal,JMO,28.780426,83.723
Manang Airport,Manang,Nepal,NGX,28.641399,84.089203
Phaplu Airport,Phaplu,Nepal,PPL,27.517787,86.584454
Rumjatar Airport,Rumjatar,Nepal,RUM,27.30349922,86.55039978
Tulsipur Airport,Dang,Nepal,DNP,28.11109924,82.29419708
Rukum Chaurjahari Airport,Rukumkot,Nepal,RUK,28.627001,82.195
Jumla Airport,Jumla,Nepal,JUM,29.2742,82.193298
Taplejung Airport,Taplejung,Nepal,TPJ,27.3509,87.69525
Tumling Tar Airport,Tumling Tar,Nepal,TMI,27.315001,87.193298
Surkhet Airport,Surkhet,Nepal,SKH,28.586,81.636002
Simikot Airport,Simikot,Nepal,IMK,29.97109985,81.81890106
Dolpa Airport,Dolpa,Nepal,DOP,28.98570061,82.81909943
Bajhang Airport,Bajhang,Nepal,BJH,29.53899956,81.18540192
Dhangarhi Airport,Dhangarhi,Nepal,DHI,28.75329971,80.58190155
Muan International Airport,Muan,South Korea,MWX,34.991406,126.382814
Astypalaia Airport,Astypalaia,Greece,JTY,36.57989883,26.37579918
Ikaria Airport,Ikaria,Greece,JIK,37.68270111,26.3470993
Kalymnos Airport,Kalymnos,Greece,JKL,36.9632988,26.94059944
Milos Airport,Milos,Greece,MLO,36.696899,24.4769
Naxos Airport,Cyclades Islands,Greece,JNX,37.08110046,25.36809921
Paros National Airport,Paros,Greece,PAS,37.020495,25.113195
Kastelorizo Airport,Kastelorizo,Greece,KZS,36.14170074,29.57640076
Marsa Alam International Airport,Marsa Alam,Egypt,RMF,25.5571003,34.58369827
Weeze Airport,Weeze,Germany,NRN,51.60240173,6.142169952
Francisco B. Reyes Airport,Busuanga,Philippines,USU,12.12150002,120.0999985
Bancasi Airport,Butuan,Philippines,BXU,8.9515,125.4788
Dipolog Airport,Dipolog,Philippines,DPL,8.601983499,123.3418751
Laoag International Airport,Laoag,Philippines,LAO,18.17810059,120.5319977
Legazpi City International Airport,Legazpi,Philippines,LGP,13.1575,123.735
Labo Airport,Ozamis,Philippines,OZC,8.178509712,123.8420029
Mactan Cebu International Airport,Cebu,Philippines,CEB,10.30749989,123.9789963
Norden-Norddeich Airport,Norden,Germany,NOD,53.63305664,7.190278053
Juist Airport,Juist,Germany,JUI,53.68111038,7.055832863
Porto Seguro Airport,Porto Seguro,Brazil,BPS,-16.438601,-39.080898
Iguatu Airport,Iguatu,Brazil,QIG,-6.34664011,-39.29380035
Brigadeiro Lysias Rodrigues Airport,Palmas,Brazil,PMW,-10.29150009,-48.35699844
Nelson Ribeiro Guimarães Airport,Caldas Novas,Brazil,CLV,-17.72529984,-48.60749817
Missoula International Airport,Missoula,United States,MSO,46.91630173,-114.0910034
Blackall Airport,Blackall,Australia,BKQ,-24.42779922,145.4290009
Bundaberg Airport,Bundaberg,Australia,BDB,-24.90390015,152.3190002
Grand Canyon National Park Airport,Grand Canyon,United States,GCN,35.95240021,-112.1470032
Sugar Land Regional Airport,Sugar Land,United States,SGR,29.62229919,-95.65650177
Centennial Airport,Denver,United States,APA,39.57009888,-104.848999
Clovis Municipal Airport,Clovis,United States,CVN,34.42509842,-103.0790024
Fort Stockton Pecos County Airport,Fort Stockton,United States,FST,30.91570091,-102.9160004
Las Vegas Municipal Airport,Las Vegas,United States,LVS,35.65420151,-105.1419983
West Houston Airport,Houston,United States,IWS,29.81819916,-95.67259979
Las Cruces International Airport,Las Cruces,United States,LRU,32.28939819,-106.9219971
Stephens County Airport,Breckenridge,United States,BKD,32.71900177,-98.89099884
Draughon Miller Central Texas Regional Airport,Temple,United States,TPL,31.15250015,-97.40779877
Ozona Municipal Airport,Ozona,United States,OZA,30.73530006,-101.2030029
Kaadedhdhoo Airport,Kaadedhdhoo,Maldives,KDM,0.488130987,72.99690247
Aklavik/Freddie Carmichael Airport,Aklavik,Canada,LAK,68.223297,-135.00599
Déline Airport,Deline,Canada,YWJ,65.21109772,-123.435997
Tulita Airport,Tulita,Canada,ZFN,64.909697,-125.572998
Fort Good Hope Airport,Fort Good Hope,Canada,YGH,66.24079895,-128.651001
Tanna Airport,Tanna,Vanuatu,TAH,-19.45509911,169.223999
Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,Canada,YPC,69.36083812,-124.07547
El Trompillo Airport,Santa Cruz,Bolivia,SRZ,-17.81159973,-63.17150116
Juancho E. Yrausquin Airport,Saba,Netherlands Antilles,SAB,17.64500046,-63.22000122
Eagle County Regional Airport,Vail,United States,EGE,39.64260101,-106.9179993
Stokmarknes Skagen Airport,Stokmarknes,Norway,SKN,68.5788269,15.03341675
Cuyahoga County Airport,Richmond Heights,United States,CGF,41.56510162,-81.48639679
Mansfield Lahm Regional Airport,Mansfield,United States,MFD,40.82139969,-82.51660156
Columbus Metropolitan Airport,Columbus,United States,CSG,32.5163002,-84.93890381
Lawton Fort Sill Regional Airport,Lawton,United States,LAW,34.56769943,-98.41660309
Northern Colorado Regional Airport,Fort Collins,United States,FNL,40.451804,-105.011
Flagstaff Pulliam Airport,Flagstaff,United States,FLG,35.13850021,-111.6709976
Lake Tahoe Airport,South Lake Tahoe,United States,TVL,38.89390182,-119.9950027
Joslin Field Magic Valley Regional Airport,Twin Falls,United States,TWF,42.4818,-114.487999
Martha's Vineyard Airport,Vineyard Haven MA,United States,MVY,41.39310074,-70.61430359
Concord Municipal Airport,Concord NH,United States,CON,43.20270157,-71.50229645
Groton New London Airport,Groton CT,United States,GON,41.33010101,-72.04509735
St Cloud Regional Airport,Saint Cloud,United States,STC,45.54660034,-94.05989838
Qinhuangdao Beidaihe Airport,Bagan,Burma,BPE,39.666389,119.058889
Golden Triangle Regional Airport,Columbus Mississippi,United States,GTR,33.45029831,-88.59140015
Nizhny Novgorod Strigino International Airport,Nizhniy Novgorod,Russia,GOJ,56.23009872,43.7840004
Bowerman Airport,Hoquiam,United States,HQM,46.97119904,-123.9369965
Erie International Tom Ridge Field,Erie,United States,ERI,42.08312701,-80.17386675
Barnstable Municipal Boardman Polando Field,Barnstable,United States,HYA,41.66930008,-70.28040314
San Pedro Airport,San Pedro,Belize,SPR,17.9139,-87.9711
Sedona Airport,Sedona,United States,SDX,34.84859848,-111.788002
Morgantown Municipal Walter L. Bill Hart Field,Morgantown,United States,MGW,39.64289856,-79.91629791
Yeager Airport,Charleston,United States,CRW,38.37310028,-81.59320068
Wilkes Barre Scranton International Airport,Scranton,United States,AVP,41.33850098,-75.7233963
Bemidji Regional Airport,Bemidji,United States,BJI,47.50939941,-94.93370056
Thangool Airport,Biloela,Australia,THG,-24.4939003,150.576004
Fagali'i Airport,Apia,Samoa,FGI,-13.84869957,-171.7400055
Ballina Byron Gateway Airport,Ballina Byron Bay,Australia,BNK,-28.83390045,153.5619965
Hector International Airport,Fargo,United States,FAR,46.92070007,-96.81580353
Charles B. Wheeler Downtown Airport,Kansas City,United States,MKC,39.12319946,-94.59279633
Ratanakiri Airport,Ratanakiri,Cambodia,RBE,13.72999954,106.9869995
Gillette Campbell County Airport,Gillette,United States,GCC,44.34889984,-105.5390015
Bogashevo Airport,Tomsk,Russia,TOF,56.38029861,85.20829773
El Toro Marine Corps Air Station,Santa Ana,United States,NZJ,33.67610168,-117.7310028
Phetchabun Airport,Phetchabun,Thailand,PHY,16.6760006,101.1949997
Chumphon Airport,Chumphon,Thailand,CJM,10.71119976,99.36170197
Jiuzhai Huanglong Airport,Jiuzhaigou,China,JZH,32.85333333,103.6822222
Jieyang Chaoshan International Airport,Shantou,China,SWA,23.552,116.5033
Cheddi Jagan International Airport,Georgetown,Guyana,GEO,6.498549938,-58.2541008
Guarani International Airport,Ciudad del Este,Paraguay,AGT,-25.454516,-54.842682
Eugene F. Correira International Airport,Georgetown,Guyana,OGL,6.80628,-58.1059
Kaieteur International Airport,Kaieteur,Guyana,KAI,5.172754765,-59.49148178
Dunhuang Airport,Dunhuang,China,DNH,40.16109848,94.80919647
Ancona Falconara Airport,Ancona,Italy,AOI,43.616299,13.3623
Taba International Airport,Taba,Egypt,TCP,29.58779907,34.77809906
Edward Bodden Airfield,Little Cayman,Cayman Islands,LYB,19.660161,-80.088826
Milas Bodrum International Airport,Bodrum,Turkey,BJV,37.25059891,27.66430092
Tabarka 7 Novembre Airport,Tabarka,Tunisia,TBJ,36.97999954,8.876939774
Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,40.89860153,29.30920029
University Park Airport,State College Pennsylvania,United States,SCE,40.84930038,-77.84870148
Broome International Airport,Broome,Australia,BME,-17.94470024,122.2320023
Newcastle Airport,Newcastle,Australia,NTL,-32.79499817,151.8339996
Klagenfurt Airport,Klagenfurt,Austria,KLU,46.642502,14.3377
Hammerfest Airport,Hammerfest,Norway,HFT,70.67970276,23.66860008
Valan Airport,Honningsvag,Norway,HVG,71.00969696,25.98360062
Mehamn Airport,Mehamn,Norway,MEH,71.02970123,27.82670021
Vadsø Airport,Vadsø,Norway,VDS,70.06529999,29.84469986
Imam Khomeini International Airport,Tehran,Iran,IKA,35.41609955,51.15219879
Mashhad International Airport,Mashhad,Iran,MHD,36.23519897,59.64099884
Ust-Ilimsk Airport,Ust Ilimsk,Russia,UIK,58.13610077,102.5650024
Key Field,Meridian,United States,MEI,32.33259964,-88.75189972
Abraham Lincoln Capital Airport,Springfield,United States,SPI,39.84410095,-89.67790222
Cortez Municipal Airport,Cortez,United States,CEZ,37.3030014,-108.6279984
Yampa Valley Airport,Hayden,United States,HDN,40.48120117,-107.2180023
Gallup Municipal Airport,Gallup,United States,GUP,35.51110077,-108.7890015
Liberal Mid-America Regional Airport,Liberal,United States,LBL,37.0442009,-100.9599991
Lamar Municipal Airport,Lamar,United States,LAA,38.06969833,-102.6880035
Renner Field-Goodland Municipal Airport,Goodland,United States,GLD,39.37060165,-101.6989975
Yellowstone Regional Airport,Cody,United States,COD,44.52019882,-109.0240021
"Ørsta-Volda Airport, Hovden",Orsta-Volda,Norway,HOV,62.18000031,6.074100018
St. Mary's Airport,ST MARY\'S,United Kingdom,ISC,49.91329956,-6.291669846
Springfield Branson National Airport,Springfield,United States,SGF,37.24570084,-93.38860321
Narvik Framnes Airport,Narvik,Norway,NVK,68.43689728,17.38669968
Berlevåg Airport,Berlevag,Norway,BVG,70.871399,29.034201
"Oslo, Fornebu Airport",Oslo,Norway,FBU,59.89580154,10.6171999
Norilsk-Alykel Airport,Norilsk,Russia,NSK,69.31109619,87.3321991
Anapa Vityazevo Airport,Anapa,Russia,AAQ,45.0021019,37.34730148
Joplin Regional Airport,Joplin,United States,JLN,37.15179825,-94.49829865
Lehigh Valley International Airport,Allentown,United States,ABE,40.65209961,-75.44080353
Northwest Arkansas Regional Airport,Bentonville,United States,XNA,36.281898,-94.306801
Atyrau Airport,Atyrau,Kazakhstan,GUW,47.12189865,51.82139969
Kzyl-Orda Southwest Airport,Kzyl-Orda,Kazakhstan,KZO,44.706902,65.592499
South Bend Regional Airport,South Bend,United States,SBN,41.70869827,-86.31729889
Bykovo Airport,Moscow,Russia,BKA,55.61719894,38.06000137
Talagi Airport,Arkhangelsk,Russia,ARH,64.60030365,40.71670151
Saratov Central Airport,Saratov,Russia,RTW,51.56499863,46.04669952
Novy Urengoy Airport,Novy Urengoy,Russia,NUX,66.06939697,76.52030182
Noyabrsk Airport,Noyabrsk,Russia,NOJ,63.18330002,75.26999664
Aktau Airport,Aktau,Kazakhstan,SCO,43.8601,51.091999
Ukhta Airport,Ukhta,Russia,UCT,63.56689835,53.80469894
